Year ,District,PPM
2018,Namakkal,27.5
2018,Namakkal,29.6
2018,Namakkal,0.0
2018,Namakkal,19.0
2018,Namakkal,19.0
2018,Namakkal,33.9
2018,Namakkal,99.5
2018,Namakkal,34.9
2018,Namakkal,31.7
2018,Namakkal,34.9
2018,Namakkal,31.7
2018,Namakkal,34.9
2018,Namakkal,47.6
2018,Namakkal,26.5
2018,Namakkal,30.7
2018,Namakkal,27.5
2018,Namakkal,36.0
2018,Namakkal,42.3
2018,Namakkal,25.4
2018,Namakkal,20.1
2018,Namakkal,22.2
2018,Namakkal,32.8
2018,Namakkal,21.2
2018,Namakkal,40.2
2018,Namakkal,23.3
2018,Namakkal,23.3
2018,Namakkal,25.4
2018,Namakkal,0.0
2018,Namakkal,26.5
2018,Namakkal,19.0
2018,Namakkal,30.7
2018,Namakkal,68.8
2018,Namakkal,63.5
2018,Namakkal,58.2
2018,Namakkal,24.3
2018,Namakkal,42.3
2018,Namakkal,19.0
2018,Namakkal,26.5
2018,Namakkal,40.2
2018,Namakkal,57.1
2018,Namakkal,31.7
2018,Namakkal,29.6
2018,Namakkal,30.7
2018,Perambalur,29.6
2018,Perambalur,23.3
2018,Perambalur,12.7
2018,Perambalur,15.9
2018,Perambalur,24.3
2018,Perambalur,19.0
2018,Perambalur,31.7
2018,Perambalur,38.1
2018,Pudukottai,32.8
2018,Pudukottai,12.7
2018,Pudukottai,80.4
2018,Pudukottai,37.0
2018,Pudukottai,25.4
2018,Pudukottai,25.4
2018,Pudukottai,9.5
2018,Pudukottai,15.9
2018,Pudukottai,20.1
2018,Pudukottai,30.7
2018,Pudukottai,19.0
2018,Pudukottai,0.0
2018,Pudukottai,32.8
2018,Pudukottai,28.6
2018,Pudukottai,31.7
2018,Pudukottai,62.4
2018,Pudukottai,0.0
2018,Pudukottai,8.5
2018,Pudukottai,28.6
2018,Pudukottai,23.3
2018,Pudukottai,24.3
2018,Pudukottai,44.4
2018,Pudukottai,14.8
2018,Pudukottai,32.8
2018,Pudukottai,19.0
2018,Pudukottai,32.8
2018,Pudukottai,21.2
2018,Pudukottai,22.2
2018,Pudukottai,50.8
2018,Pudukottai,12.7
2018,Pudukottai,0.0
2018,Pudukottai,31.7
2018,Pudukottai,31.7
2018,Pudukottai,0.0
2018,Pudukottai,31.7
2018,Pudukottai,9.5
2018,Pudukottai,19.0
2018,Pudukottai,26.5
2018,Pudukottai,43.4
2018,Pudukottai,24.3
2018,Pudukottai,42.3
2018,Pudukottai,32.8
2018,Ramanathapuram,0.0
2018,Ramanathapuram,0.0
2018,Ramanathapuram,15.9
2018,Ramanathapuram,10.6
2018,Ramanathapuram,43.4
2018,Ramanathapuram,34.9
2018,Ramanathapuram,25.4
2018,Ramanathapuram,30.7
2018,Ramanathapuram,0.0
2018,Ramanathapuram,0.0
2018,Ramanathapuram,0.0
2018,Ramanathapuram,0.0
2018,Ramanathapuram,14.8
2018,Salem,41.3
2018,Salem,34.9
2018,Sivaganga,32.8
2018,Sivaganga,16.9
2018,Sivaganga,0.0
2018,Sivaganga,0.0
2018,Sivaganga,0.0
2018,Sivaganga,0.0
2018,Sivaganga,39.1
2018,Sivaganga,31.7
2018,Sivaganga,5.3
2018,Sivaganga,0.0
2018,Sivaganga,23.3
2018,Sivaganga,39.1
2018,Sivaganga,23.3
2018,Sivaganga,41.3
2018,Sivaganga,48.7
2018,Sivaganga,16.9
2018,Sivaganga,50.8
2018,Sivaganga,54.0
2018,Sivaganga,29.6
2018,Sivaganga,48.7
2018,Sivaganga,12.7
2018,Sivaganga,24.3
2018,Sivaganga,23.3
2018,Sivaganga,24.3
2018,Sivaganga,23.3
2018,Sivaganga,23.3
2018,Sivaganga,5.3
2018,Sivaganga,5.3
2018,Sivaganga,5.3
2018,Sivaganga,6.3
2018,Thanjavur,0.0
2018,Thanjavur,37.0
2018,Thanjavur,0.0
2018,Thanjavur,0.0
2018,Thanjavur,68.8
2018,Thanjavur,26.5
2018,Thanjavur,32.8
2018,Thanjavur,0.0
2018,Thanjavur,0.0
2018,Thanjavur,9.5
2018,Thanjavur,0.0
2018,Thanjavur,51.8
2018,Thanjavur,7.4
2018,Thanjavur,0.0
2018,Thanjavur,30.7
2018,Thanjavur,19.0
2018,Thanjavur,32.8
2018,Thanjavur,12.7
2018,Thanjavur,63.5
2018,Thanjavur,19.0
2018,Thanjavur,18.0
2018,Thanjavur,28.6
2018,Thanjavur,8.5
2018,Thanjavur,41.3
2018,Thanjavur,0.0
2018,Thanjavur,16.9
2018,Thanjavur,9.5
2018,Thanjavur,25.4
2018,Thanjavur,31.7
2018,The Nilgiris,15.9
2018,The Nilgiris,34.9
2018,The Nilgiris,25.4
2018,The Nilgiris,33.9
2018,The Nilgiris,25.4
2018,The Nilgiris,54.0
2018,Theni,0.0
2018,Theni,32.8
2018,Theni,32.8
2018,Trichy,21.2
2018,Trichy,63.5
2018,Trichy,37.0
2018,Trichy,13.8
2018,Trichy,26.5
2018,Trichy,24.3
2018,Trichy,0.0
2018,Trichy,0.0
2018,Trichy,20.1
2018,Trichy,28.6
2018,Trichy,55.0
2018,Trichy,16.9
2018,Trichy,26.5
2018,Trichy,16.9
2018,Trichy,0.0
2018,Trichy,32.8
2018,Trichy,0.0
2018,Trichy,0.0
2018,Trichy,36.0
2018,Trichy,49.7
2018,Trichy,39.1
2018,Trichy,30.7
2018,Trichy,0.0
2018,Trichy,16.9
2018,Trichy,28.6
2018,Trichy,31.7
2018,Trichy,27.5
2018,Trichy,10.6
2018,Trichy,41.3
2018,Trichy,40.2
2018,Trichy,0.0
2018,Trichy,41.3
2018,Trichy,23.3
2018,Trichy,31.7
2018,Trichy,18.0
2018,Trichy,0.0
2018,Trichy,34.9
2018,Trichy,0.0
2018,Trichy,19.0
2018,Trichy,0.0
2018,Trichy,0.0
2018,Trichy,16.9
2018,Trichy,0.0
2018,Trichy,23.3
2018,Trichy,31.7
2018,Trichy,28.6
2018,Trichy,27.5
2018,Thiruvallur,33.9
2018,Thiruvallur,19.0
2018,Thiruvallur,22.2
2018,Thiruvallur,22.2
2018,Thiruvallur,15.9
2018,Thiruvallur,27.5
2018,Thiruvallur,24.3
2018,Thiruvallur,27.5
2018,Thiruvallur,29.6
2018,Thiruvallur,26.5
2018,Thiruvallur,28.6
2018,Thiruvallur,46.6
2018,Thiruvallur,26.5
2018,Thiruvallur,31.7
2018,Thiruvallur,8.5
2018,Thiruvallur,21.2
2018,Thiruvallur,30.7
2018,Thiruvallur,13.8
2018,Thiruvallur,21.2
2018,Thiruvallur,20.1
2018,Thiruvallur,18.0
2018,Thiruvallur,42.3
2018,Thiruvallur,31.7
2018,Thiruvallur,42.3
2018,Thiruvallur,0.0
2018,Thiruvallur,0.0
2018,Thiruvallur,21.2
2018,Thiruvallur,18.0
2018,Thiruvallur,0.0
2018,Thiruvallur,30.7
2018,Thiruvallur,0.0
2018,Thiruvallur,0.0
2018,Thiruvallur,33.9
2018,Thiruvallur,30.7
2018,Tirunelveli,29.6
2018,Tirunelveli,25.4
2018,Tirunelveli,27.5
2018,Tirunelveli,25.4
2018,Tirunelveli,29.6
2018,Tirunelveli,34.9
2018,Tirunelveli,13.8
2018,Tirunelveli,16.9
2018,Tirunelveli,41.3
2018,Tirunelveli,36.0
2018,Tirunelveli,36.0
2018,Tirunelveli,30.7
2018,Tirunelveli,52.9
2018,Tirunelveli,8.5
2018,Tirunelveli,42.3
2018,Tirunelveli,0.0
2018,Tirunelveli,30.7
2018,Tirunelveli,32.8
2018,Tirunelveli,29.6
2018,Tirunelveli,0.0
2018,Tirunelveli,0.0
2018,Tirunelveli,31.7
2018,Tirunelveli,32.8
2018,Tirunelveli,12.7
2018,Tirunelveli,0.0
2018,Tirunelveli,30.7
2018,Tirunelveli,25.4
2018,Tirunelveli,0.0
2018,Tirunelveli,0.0
2018,Tirunelveli,26.5
2018,Tirunelveli,0.0
2018,Tirunelveli,36.0
2018,Tirunelveli,26.5
2018,Tirunelveli,26.5
2018,Tirunelveli,41.3
2018,Tirunelveli,31.7
2018,Tirunelveli,26.5
2018,Tirunelveli,36.0
2018,Tirunelveli,29.6
2018,Tirunelveli,36.0
2018,Tirunelveli,32.8
2018,Tiruppur,0.0
2018,Tiruppur,31.7
2018,Tiruppur,0.0
2018,Tiruppur,27.5
2018,Tiruppur,15.9
2018,Tiruppur,0.0
2018,Tiruppur,0.0
2018,Tiruppur,38.1
2018,Tiruppur,15.9
2018,Tiruppur,24.3
2018,Tiruppur,38.1
2018,Tiruppur,43.4
2018,Tiruppur,43.4
2018,Tiruppur,20.1
2018,Tiruppur,0.0
2018,Tiruppur,30.7
2018,Tiruppur,9.5
2018,Tiruppur,0.0
2018,Tiruppur,29.6
2018,Tiruppur,21.2
2018,Tiruppur,46.6
2018,Tiruvannamalai,30.7
2018,Tiruvannamalai,34.9
2018,Tiruvannamalai,36.0
2018,Tiruvannamalai,24.3
2018,Tiruvannamalai,27.5
2018,Tiruvannamalai,28.6
2018,Tiruvannamalai,38.1
2018,Tiruvannamalai,14.8
2018,Tiruvannamalai,33.9
2018,Tiruvannamalai,29.6
2018,Tiruvannamalai,0.0
2018,Tiruvannamalai,20.1
2018,Tiruvannamalai,29.6
2018,Tiruvannamalai,28.6
2018,Tiruvannamalai,0.0
2018,Tiruvannamalai,32.8
2018,Tiruvannamalai,22.2
2018,Tiruvannamalai,28.6
2018,Tiruvannamalai,14.8
2018,Tiruvannamalai,28.6
2018,Tiruvannamalai,30.7
2018,Tiruvannamalai,32.8
2018,Tiruvannamalai,23.3
2018,Tiruvannamalai,54.0
2018,Tiruvannamalai,10.6
2018,Tiruvannamalai,61.4
2018,Tiruvannamalai,22.2
2018,Tiruvarur,25.4
2018,Tiruvarur,36.0
2018,Tiruvarur,22.2
2018,Tiruvarur,8.5
2018,Tiruvarur,8.5
2018,Tiruvarur,0.0
2018,Tiruvarur,21.2
2018,Tiruvarur,6.3
2018,Tiruvarur,39.1
2018,Tiruvarur,0.0
2018,Tiruvarur,11.6
2018,Tiruvarur,51.8
2018,Tiruvarur,46.6
2018,Tiruvarur,30.7
2018,Tiruvarur,0.0
2018,Tiruvarur,36.0
2018,Tiruvarur,52.9
2018,Tiruvarur,5.3
2018,Tiruvarur,37.0
2018,Tiruvarur,37.0
2018,Tiruvarur,24.3
2018,Tiruvarur,18.0
2018,Tiruvarur,29.6
2018,Tiruvarur,36.0
2018,Tiruvarur,22.2
2018,Tiruvarur,19.0
2018,Tiruvarur,21.2
2018,Tiruvarur,24.3
2018,Tiruvarur,0.0
2018,Tiruvarur,33.9
2018,Tiruvarur,29.6
2018,Tiruvarur,27.5
2018,Tiruvarur,29.6
2018,Tuticorin,41.3
2018,Tuticorin,0.0
2018,Tuticorin,28.6
2018,Tuticorin,0.0
2018,Tuticorin,29.6
2018,Tuticorin,47.6
2018,Tuticorin,0.0
2018,Tuticorin,31.7
2018,Tuticorin,30.7
2018,Tuticorin,27.5
2018,Tuticorin,18.0
2018,Tuticorin,0.0
2018,Tuticorin,15.9
2018,Tuticorin,10.6
2018,Tuticorin,18.0
2018,Tuticorin,6.3
2018,Tuticorin,0.0
2018,Tuticorin,0.0
2018,Tuticorin,11.6
2018,Tuticorin,11.6
2018,Tuticorin,15.9
2018,Tuticorin,0.0
2018,Tuticorin,25.4
2018,Tuticorin,9.5
2018,Tuticorin,0.0
2018,Tuticorin,0.0
2018,Tuticorin,29.6
2018,Tuticorin,0.0
2018,Tuticorin,39.1
2018,Tuticorin,33.9
2018,Tuticorin,13.8
2018,Tuticorin,0.0
2018,Vellore,31.7
2018,Vellore,9.5
2018,Vellore,37.0
2018,Vellore,42.3
2018,Vellore,47.6
2018,Vellore,33.9
2018,Vellore,39.1
2018,Vellore,0.0
2018,Vellore,29.6
2018,Vellore,6.3
2018,Vellore,0.0
2018,Vellore,0.0
2018,Vellore,0.0
2018,Vellore,23.3
2018,Vellore,21.2
2018,Vellore,26.5
2018,Vellore,20.1
2018,Vellore,22.2
2018,Vellore,28.6
2018,Vellore,34.9
2018,Vellore,30.7
2018,Vellore,29.6
2018,Vellore,26.5
2018,Vellore,24.3
2018,Vellore,0.0
2018,Vellore,36.0
2018,Vellore,23.3
2018,Vellore,38.1
2018,Vellore,0.0
2018,Vellore,36.0
2018,Vellore,33.9
2018,Vellore,23.3
2018,Vellore,24.3
2018,Vellore,0.0
2018,Vellore,11.6
2018,Vellore,12.7
2018,Vellore,18.0
2018,Vellore,20.1
2018,Villupuram,48.7
2018,Villupuram,18.0
2018,Villupuram,41.3
2018,Villupuram,6.3
2018,Villupuram,0.0
2018,Villupuram,33.9
2018,Villupuram,42.3
2018,Villupuram,34.9
2018,Villupuram,23.3
2018,Villupuram,0.0
2018,Villupuram,37.0
2018,Villupuram,38.1
2018,Villupuram,0.0
2018,Villupuram,12.7
2018,Villupuram,5.3
2018,Villupuram,0.0
2018,Villupuram,10.6
2018,Villupuram,20.1
2018,Villupuram,33.9
2018,Villupuram,42.3
2018,Villupuram,34.9
2018,Villupuram,0.0
2018,Villupuram,0.0
2018,Villupuram,14.8
2018,Villupuram,34.9
2018,Villupuram,10.6
2018,Villupuram,37.0
2018,Villupuram,25.4
2018,Villupuram,0.0
2018,Villupuram,16.9
2018,Villupuram,32.8
2018,Villupuram,0.0
2018,Villupuram,27.5
2018,Villupuram,38.1
2018,Villupuram,0.0
2018,Villupuram,0.0
2018,Villupuram,0.0
2018,Villupuram,0.0
2018,Villupuram,13.8
2018,Villupuram,31.7
2018,Villupuram,33.9
2018,Villupuram,38.1
2018,Villupuram,30.7
2018,Villupuram,5.3
2018,Villupuram,0.0
2018,Villupuram,29.6
2018,Villupuram,0.0
2018,Villupuram,34.9
2018,Villupuram,0.0
2018,Villupuram,0.0
2018,Villupuram,0.0
2018,Villupuram,18.0
2018,Villupuram,0.0
2018,Villupuram,25.4
2018,Villupuram,24.3
2018,Villupuram,21.2
2018,Villupuram,13.8
2018,Villupuram,28.6
2018,Villupuram,25.4
2018,Villupuram,0.0
2018,Villupuram,30.7
2018,Villupuram,39.1
2018,Villupuram,0.0
2018,Villupuram,33.9
2018,Villupuram,26.5
2018,Virudhunagar,22.2
2018,Virudhunagar,8.5
2018,Virudhunagar,0.0
2018,Virudhunagar,0.0
2018,Virudhunagar,28.6
2018,Virudhunagar,0.0
2018,Virudhunagar,0.0
2018,Virudhunagar,11.6
2018,Virudhunagar,0.0
2018,Virudhunagar,31.7
2018,Virudhunagar,0.0
2018,Virudhunagar,26.5
2018,Virudhunagar,0.0
2018,Virudhunagar,2.1
2018,Virudhunagar,31.7
2018,Virudhunagar,40.2
2018,Virudhunagar,5.3
2018,Virudhunagar,32.8
2018,Virudhunagar,20.1
2018,Virudhunagar,10.6
2018,Virudhunagar,31.7
2018,Virudhunagar,41.3
2018,Virudhunagar,18.0
2018,Virudhunagar,0.0
2018,Virudhunagar,16.9
2018,Virudhunagar,29.6
2018,Virudhunagar,0.0
2018,Virudhunagar,14.8
2018,Virudhunagar,11.6
2018,Virudhunagar,7.4
2018,Virudhunagar,11.6
2018,Virudhunagar,9.5
2018,Virudhunagar,11.6
2018,Coimbatore,24.3
2018,Coimbatore,0.0
2018,Coimbatore,11.6
2018,Coimbatore,0.0
2018,Coimbatore,19.0
2018,Coimbatore,16.9
2018,Coimbatore,84.6
2018,Cuddalore,7.4
2018,Cuddalore,28.6
2018,Cuddalore,28.6
2018,Cuddalore,22.2
2018,Cuddalore,22.2
2018,Cuddalore,28.6
2018,Cuddalore,26.5
2018,Cuddalore,0.0
2018,Cuddalore,0.0
2018,Cuddalore,28.6
2018,Cuddalore,27.5
2018,Cuddalore,28.6
2018,Cuddalore,29.6
2018,Cuddalore,25.4
2018,Cuddalore,5.3
2018,Cuddalore,0.0
2018,Cuddalore,56.1
2018,Cuddalore,0.0
2018,Cuddalore,33.9
2018,Cuddalore,47.6
2018,Cuddalore,27.5
2018,Cuddalore,12.7
2018,Cuddalore,0.0
2018,Cuddalore,0.0
2018,Cuddalore,23.3
2018,Cuddalore,34.9
2018,Cuddalore,44.4
2018,Cuddalore,0.0
2018,Cuddalore,0.0
2018,Cuddalore,0.0
2018,Dindigul,28.6
2018,Dindigul,16.9
2018,Dindigul,38.1
2018,Dindigul,32.8
2018,Dindigul,37.0
2018,Dindigul,29.6
2018,Dindigul,12.7
2018,Dindigul,12.7
2018,Dindigul,11.6
2018,Dindigul,23.3
2018,Dindigul,21.2
2018,Dindigul,0.0
2018,Dindigul,41.3
2018,Dindigul,0.0
2018,Dindigul,0.0
2018,Dindigul,34.9
2018,Dindigul,24.3
2018,Dindigul,22.2
2018,Dindigul,20.1
2018,Dindigul,15.9
2018,Dindigul,25.4
2018,Dindigul,23.3
2018,Dindigul,7.4
2018,Dindigul,0.0
2018,Dindigul,37.0
2018,Dindigul,40.2
2018,Dindigul,33.9
2018,Dindigul,31.7
2018,Dindigul,25.4
2018,Dindigul,5.3
2018,Dindigul,0.0
2018,Dindigul,8.5
2018,Dindigul,18.0
2018,Dindigul,20.1
2018,Dindigul,55.0
2018,Dindigul,26.5
2018,Dindigul,21.2
2018,Dindigul,31.7
2018,Dindigul,34.9
2018,Dindigul,30.7
2018,Dindigul,6.3
2018,Dindigul,6.3
2018,Dindigul,39.1
2018,Dindigul,25.4
2018,Dindigul,42.3
2018,Dindigul,38.1
2018,Dindigul,34.9
2018,Dindigul,8.5
2018,Dindigul,22.2
2018,Dindigul,6.3
2018,Dindigul,26.5
2018,Dindigul,25.4
2018,Dindigul,4.2
2018,Dindigul,0.0
2018,Dindigul,0.0
2018,Dindigul,0.0
2018,Dindigul,0.0
2018,Dindigul,0.0
2018,Dindigul,4.2
2018,Dindigul,24.3
2018,Dindigul,38.1
2018,Dindigul,3.2
2018,Dindigul,42.3
2018,Dindigul,27.5
2018,Dindigul,37.0
2018,Dindigul,64.5
2018,Dindigul,23.3
2018,Dindigul,24.3
2018,Erode,37.0
2018,Erode,25.4
2018,Erode,12.7
2018,Erode,20.1
2018,Erode,30.7
2018,Erode,20.1
2018,Erode,44.4
2018,Erode,34.9
2018,Erode,7.4
2018,Erode,54.0
2018,Erode,31.7
2018,Erode,29.6
2018,Erode,32.8
2018,Erode,30.7
2018,Erode,0.0
2018,Erode,29.6
2018,Erode,7.4
2018,Erode,8.5
2018,Erode,14.8
2018,Erode,14.8
2018,Erode,31.7
2018,Erode,12.7
2018,Erode,13.8
2018,Erode,23.3
2018,Erode,8.5
2018,Erode,39.1
2018,Erode,5.3
2018,Erode,30.7
2018,Erode,32.8
2018,Erode,33.9
2018,Erode,30.7
2018,Erode,33.9
2018,Erode,13.8
2018,Erode,13.8
2018,Erode,10.6
2018,Erode,0.0
2018,Erode,33.9
2018,Erode,22.2
2018,Erode,31.7
2018,Erode,25.4
2018,Kanchipuram,22.2
2018,Kanchipuram,16.9
2018,Kanchipuram,45.5
2018,Kanchipuram,16.9
2018,Kanchipuram,0.0
2018,Kanchipuram,19.0
2018,Kanchipuram,22.2
2018,Kanchipuram,0.0
2018,Kanchipuram,16.9
2018,Kanchipuram,18.0
2018,Kanchipuram,24.3
2018,Kanchipuram,0.0
2018,Kanchipuram,22.2
2018,Kanchipuram,36.0
2018,Kanchipuram,11.6
2018,Kanchipuram,32.8
2018,Kanchipuram,24.3
2018,Kanchipuram,29.6
2018,Kanchipuram,22.2
2018,Kanchipuram,15.9
2018,Kanchipuram,0.0
2018,Kanchipuram,24.3
2018,Kanchipuram,18.0
2018,Kanchipuram,24.3
2018,Kanchipuram,23.3
2018,Kanchipuram,16.9
2018,Kanchipuram,26.5
2018,Kanchipuram,32.8
2018,Kanchipuram,30.7
2018,Kanchipuram,42.3
2018,Kanchipuram,28.6
2018,Kanchipuram,26.5
2018,Kanchipuram,0.0
2018,Kanchipuram,0.0
2018,Kanchipuram,0.0
2018,Kanchipuram,0.0
2018,Kanchipuram,39.1
2018,Kanchipuram,0.0
2018,Kanchipuram,34.9
2018,Kanchipuram,26.5
2018,Kaniyakumari,31.7
2018,Kaniyakumari,21.2
2018,Kaniyakumari,0.0
2018,Kaniyakumari,31.7
2018,Kaniyakumari,33.9
2018,Kaniyakumari,33.9
2018,Kaniyakumari,16.9
2018,Kaniyakumari,32.8
2018,Kaniyakumari,29.6
2018,Kaniyakumari,32.8
2018,Kaniyakumari,38.1
2018,Kaniyakumari,37.0
2018,Kaniyakumari,38.1
2018,Kaniyakumari,30.7
2018,Kaniyakumari,25.4
2018,Kaniyakumari,28.6
2018,Kaniyakumari,12.7
2018,Kaniyakumari,0.0
2018,Kaniyakumari,23.3
2018,Kaniyakumari,8.5
2018,Kaniyakumari,92.0
2018,Kaniyakumari,29.6
2018,Kaniyakumari,34.9
2018,Kaniyakumari,24.3
2018,Kaniyakumari,21.2
2018,Karur,32.8
2018,Karur,32.8
2018,Karur,36.0
2018,Karur,31.7
2018,Karur,47.6
2018,Karur,36.0
2018,Karur,15.9
2018,Karur,34.9
2018,Karur,0.0
2018,Karur,29.6
2018,Karur,4.2
2018,Karur,19.0
2018,Karur,23.3
2018,Karur,37.0
2018,Karur,22.2
2018,Karur,6.3
2018,Karur,31.7
2018,Karur,0.0
2018,Karur,12.7
2018,Karur,13.8
2018,Karur,38.1
2018,Karur,16.9
2018,Karur,8.5
2018,Krishnagiri,51.8
2018,Krishnagiri,0.0
2018,Krishnagiri,21.2
2018,Krishnagiri,20.1
2018,Krishnagiri,26.5
2018,Krishnagiri,0.0
2018,Krishnagiri,0.0
2018,Krishnagiri,8.5
2018,Krishnagiri,49.7
2018,Krishnagiri,18.0
2018,Krishnagiri,40.2
2018,Krishnagiri,0.0
2018,Krishnagiri,22.2
2018,Krishnagiri,50.8
2018,Krishnagiri,10.6
2018,Krishnagiri,30.7
2018,Krishnagiri,19.0
2018,Krishnagiri,14.8
2018,Krishnagiri,12.7
2018,Krishnagiri,10.6
2018,Krishnagiri,27.5
2018,Krishnagiri,0.0
2018,Krishnagiri,0.0
2018,Krishnagiri,0.0
2018,Krishnagiri,0.0
2018,Krishnagiri,30.7
2018,Krishnagiri,0.0
2018,Krishnagiri,0.0
2018,Krishnagiri,29.6
2018,Krishnagiri,38.1
2018,Krishnagiri,25.4
2018,Krishnagiri,27.5
2018,Krishnagiri,41.3
2018,Krishnagiri,32.8
2018,Krishnagiri,22.2
2018,Krishnagiri,27.5
2018,Krishnagiri,26.5
2018,Krishnagiri,32.8
2018,Krishnagiri,29.6
2018,Krishnagiri,0.0
2018,Krishnagiri,8.5
2018,Krishnagiri,20.1
2018,Madurai,22.2
2018,Madurai,39.1
2018,Madurai,11.6
2018,Madurai,22.2
2018,Madurai,4.2
2018,Madurai,74.1
2018,Madurai,38.1
2018,Madurai,36.0
2018,Madurai,45.5
2018,Madurai,40.2
2018,Madurai,30.7
2018,Madurai,16.9
2018,Madurai,28.6
2018,Madurai,33.9
2018,Madurai,34.9
2018,Madurai,19.0
2018,Madurai,29.6
2018,Madurai,0.0
2018,Madurai,13.8
2018,Madurai,28.6
2018,Madurai,14.8
2018,Madurai,20.1
2018,Madurai,45.5
2018,Madurai,30.7
2018,Madurai,28.6
2018,Madurai,28.6
2018,Madurai,18.0
2018,Madurai,10.6
2018,Madurai,34.9
2018,Madurai,31.7
2018,Madurai,29.6
2018,Madurai,34.9
2018,Madurai,31.7
2018,Madurai,16.9
2018,Madurai,0.0
2018,Madurai,0.0
2018,Madurai,0.0
2018,Madurai,0.0
2018,Madurai,40.2
2018,Madurai,5.3
2018,Nagapattinam,45.5
2018,Nagapattinam,21.2
2018,Nagapattinam,25.4
2018,Nagapattinam,27.5
2018,Nagapattinam,26.5
2018,Nagapattinam,6.3
2018,Nagapattinam,38.1
2018,Nagapattinam,34.9
2018,Nagapattinam,28.6
2018,Nagapattinam,26.5
2018,Nagapattinam,32.8
2018,Nagapattinam,24.3
2018,Nagapattinam,30.7
2018,Nagapattinam,22.2
2018,Namakkal,36.0
2018,Namakkal,51.8
2018,Namakkal,27.5
2018,Namakkal,39.1
2018,Namakkal,31.7
2018,Namakkal,36.0
2018,Namakkal,29.6
2018,Namakkal,26.5
2018,Namakkal,20.1
2018,Namakkal,36.0
2018,Namakkal,21.2
2018,Namakkal,11.6
2018,Namakkal,25.4
2018,Namakkal,37.0
2018,Namakkal,20.1
2018,Namakkal,28.6
2018,Namakkal,38.1
2018,Namakkal,30.7
2018,Namakkal,19.0
2018,Namakkal,36.0
2018,Namakkal,9.5
2018,Namakkal,34.9
2018,Namakkal,13.8
2018,Namakkal,31.7
2018,Namakkal,43.4
2018,Namakkal,15.9
2018,Namakkal,24.3
2018,Namakkal,28.6
2018,Namakkal,29.6
2018,Namakkal,34.9
2018,Namakkal,3.2
2018,Namakkal,28.6
2018,Namakkal,56.1
2018,Namakkal,40.2
2018,Namakkal,5.3
2018,Perambalur,33.9
2018,Perambalur,11.6
2018,Perambalur,10.6
2018,Perambalur,15.9
2018,Perambalur,0.0
2018,Pudukottai,26.5
2018,Pudukottai,64.5
2018,Pudukottai,39.1
2018,Pudukottai,23.3
2018,Pudukottai,0.0
2018,Pudukottai,0.0
2018,Pudukottai,0.0
2018,Pudukottai,25.4
2018,Pudukottai,15.9
2018,Pudukottai,34.9
2018,Pudukottai,37.0
2018,Pudukottai,33.9
2018,Pudukottai,25.4
2018,Pudukottai,3.2
2018,Pudukottai,70.9
2018,Pudukottai,4.2
2018,Pudukottai,0.0
2018,Pudukottai,61.4
2018,Pudukottai,38.1
2018,Pudukottai,0.0
2018,Pudukottai,28.6
2018,Pudukottai,0.0
2018,Pudukottai,0.0
2018,Pudukottai,24.3
2018,Pudukottai,31.7
2018,Pudukottai,6.3
2018,Pudukottai,15.9
2018,Pudukottai,13.8
2018,Pudukottai,0.0
2018,Pudukottai,30.7
2018,Pudukottai,0.0
2018,Pudukottai,30.7
2018,Pudukottai,25.4
2018,Pudukottai,27.5
2018,Pudukottai,15.9
2018,Pudukottai,16.9
2018,Pudukottai,43.4
2018,Pudukottai,0.0
2018,Pudukottai,20.1
2018,Pudukottai,0.0
2018,Pudukottai,41.3
2018,Pudukottai,0.0
2018,Ramanathapuram,7.4
2018,Ramanathapuram,45.5
2018,Ramanathapuram,38.1
2018,Ramanathapuram,0.0
2018,Ramanathapuram,7.4
2018,Ramanathapuram,33.9
2018,Ramanathapuram,45.5
2018,Ramanathapuram,38.1
2018,Ramanathapuram,0.0
2018,Sivaganga,31.7
2018,Sivaganga,48.7
2018,Sivaganga,26.5
2018,Sivaganga,50.8
2018,Sivaganga,47.6
2018,Sivaganga,21.2
2018,The Nilgiris,36.0
2018,The Nilgiris,9.5
2018,Theni,0.0
2018,Theni,34.9
2018,Trichy,26.5
2018,Trichy,63.5
2018,Trichy,24.3
2018,Trichy,59.2
2018,Trichy,0.0
2018,Trichy,7.4
2018,Trichy,21.2
2018,Trichy,13.8
2018,Trichy,10.6
2018,Trichy,59.2
2018,Trichy,47.6
2018,Trichy,22.2
2018,Trichy,19.0
2018,Trichy,39.1
2018,Trichy,33.9
2018,Trichy,0.0
2018,Trichy,23.3
2018,Trichy,42.3
2018,Trichy,33.9
2018,Trichy,21.2
2018,Trichy,63.5
2018,Trichy,5.3
2018,Trichy,26.5
2018,Trichy,46.6
2018,Trichy,45.5
2018,Trichy,45.5
2018,Trichy,31.7
2018,Trichy,31.7
2018,Trichy,6.3
2018,Trichy,11.6
2018,Trichy,24.3
2018,Trichy,37.0
2018,Trichy,21.2
2018,Trichy,23.3
2018,Trichy,32.8
2018,Trichy,18.0
2018,Trichy,5.3
2018,Trichy,23.3
2018,Trichy,27.5
2018,Trichy,0.0
2018,Trichy,30.7
2018,Trichy,6.3
2018,Trichy,42.3
2018,Trichy,0.0
2018,Trichy,55.0
2018,Trichy,25.4
2018,Trichy,25.4
2018,Trichy,23.3
