Salt Type,Brand,PPM
Powder,Selva Poorna,23.3
Refined,Tata,37.0
Refined,I-Sakthi,34.9
Crystal,Anna Packiya,16.9
Refined,Tata,36.0
Crystal,Suryashuddh,22.2
Refined,Tata,37.0
Crystal,MPS,24.3
Refined,VKS Tru,27.5
Refined,I-Gold,36.0
Refined,Udhayam,41.3
Refined,I-Gold,27.5
Refined,Tata,36.0
Crystal,Tata,28.6
Powder,Happy,22.2
Crystal,Tata,31.7
Powder,Kasthuri,22.2
Powder,Happy,26.5
Powder,Kasthuri,21.2
Refined,Tata,28.6
Crystal,Ganesh,8.5
Crystal,Sachu,27.5
Crystal,Tata,30.7
Refined,Sprinkle,25.4
Refined,Tata,27.5
Crystal,Dhandi,0.0
Refined,Sun Pure,20.1
Powder,Sevapoorna,25.4
Crystal,Mathan,18.0
Crystal,kayal,23.3
Crystal,Sakthi,5.3
Powder,Marina,20.1
Crystal,Tata,30.7
Crystal,Saravana,22.2
Crystal,Marina,31.7
Refined,Ganga,43.4
Refined,I-Gold,11.6
Refined,I-Gold,28.6
Crystal,Maragatham,13.8
Crystal,Madhan,15.9
Refined,Tata,47.6
Crystal,GSt,5.3
Crystal,Kayathri,7.4
Refined,VKS TRU,36.0
Crystal,Ayngaran,11.6
Crystal,Tata,51.8
Refined,Jeevan,25.4
Crystal,Priyam,36.0
Crystal,Star,3.2
Crystal,Senthil,6.3
Refined,Ayngaran,32.8
Refined,VVD,29.6
Crystal,Chitra,34.9
Refined,Chitra,9.5
Refined,Tata,38.1
Crystal,Tata,36.0
Refined,Tata,34.9
Crystal,Ganesh,10.6
Powder,Rajan,11.6
Refined,Piriyam,23.3
Refined,Tata,34.9
Crystal,Piriyam,34.9
Refined,VKS Adithya,27.5
Refined,VK Truth,32.8
Crystal,Serma,6.3
Refined,Priyam,27.5
Refined,Tata,34.9
Refined,Sahkti,39.1
Refined,Tata,38.1
Powder,Raja,20.1
Crystal,VVD Piriyam,42.3
Crystal,Diamond,28.6
Refined,Piriyam,34.9
Crystal,Fresh,37.0
Refined,Diamond,21.2
Refined,Jeevan,33.9
Crystal,Priyam,41.3
Refined,Priyam,27.5
Crystal,Diamond,18.0
Refined,Tata,39.1
Refined,Diamond,36.0
Crystal,VVD Piriyam,43.4
Refined,Kristal,40.2
Crystal,S.K.S.C,0.0
Crystal,Dharma,0.0
Refined,VKS Adithya,52.9
Crystal,Sri Vinayaga,7.4
Crystal,Geegee,31.7
Refined,Tata,43.4
Refined,Samuthra,50.8
Refined,Shirvaad,10.6
Crystal,Murugan,15.9
Refined,Escee ,24.3
Refined,Marvel,15.9
Crystal,Serma,44.4
Crystal,Vignesh,39.1
Crystal,Palani Murugan,19.0
Refined,Sri Murugan,31.7
Refined,Deva jaya,32.8
Refined,Tata,27.5
Crystal,Verit,30.7
Crystal,TRUE,29.6
Refined,Anil,28.6
Crystal,Senthil,37.0
Crystal,Kayathri,42.3
Crystal,Sathyam,7.4
Crystal,Anil,48.7
Refined,VKS,42.3
Crystal,VKS,23.3
Refined,I-Flow,34.9
Crystal,VKS,15.9
Crystal,Saravana,26.5
Refined,Escee ,61.4
Crystal,Anil,59.2
Refined,TRUE,21.2
Refined,Anil,29.6
Crystal,Senthil,31.7
Powder,Ganga,29.6
Refined,Escee ,60.3
Crystal,Senthil,43.4
Crystal,Ganga,33.9
Refined,Ganga,37.0
Refined,Kristal,75.1
Crystal,Senthil,38.1
Refined,Annapoorna,27.5
Refined,Sea Sun,44.4
Crystal,Tata,31.7
Crystal,VKS Real,7.4
Crystal, New VVD Piriyam,10.6
Crystal,Murugan,37.0
Powder,Sathyam,20.1
Refined,Kristal,64.5
Refined,Sea Sun,0.0
Refined,Samudhra,27.5
Crystal,Sprinkle,0.0
Crystal,Senthil,20.1
Crystal,Sathyam,38.1
Crystal,Murugan,45.5
Powder,Sathyam,24.3
Crystal,Sathyam,21.2
Crystal,Annapoorna,28.6
Crystal,MSV Gold,33.9
Crystal,Kristal,4.2
Crystal,Sathyam,34.9
Crystal,Marina,27.5
Crystal,Sathyam,32.8
Crystal,Kristal,28.6
Refined,Annai Lakshmi,31.7
Crystal,Annai Lakshmi,31.7
Refined,Annapoorna,41.3
Crystal,Senthil,36.0
Crystal,Marina,6.3
Refined,Annapoorna,38.1
Crystal,Annapoorna,34.9
Powder,Mathina,6.3
Refined,Sprinkle,34.9
Crystal,Rex,30.7
Refined,Leaf,6.3
Crystal,Leaf,16.9
Powder,Sun,27.5
Refined,Annapurna,42.3
Crystal,Leaf,10.6
Refined,Annapurna,10.6
Crystal,Sakthi Gold,33.9
Powder,Sun,10.6
Crystal,Garudan,12.7
Refined,Tata,40.2
Crystal,Thirumani,11.6
Refined,Annaporna,20.1
Refined,Aashirvad,41.3
Refined,Velavan,38.1
Powder,Velavan,20.1
Crystal,White Rose,23.3
Refined,I-Gold,24.3
Refined,Tata,38.1
Refined,Subam,40.2
Refined,Day,83.6
Crystal,Makizhchi,0.0
Refined,Sea Sun,27.5
Powder,Mangal,21.2
Refined,Krishna,4.2
Refined,Sea Gold,57.1
Crystal,Jaya,0.0
Refined,New Piriyam,32.8
Crystal,Tru,54.0
Refined,Tru,37.0
Refined,Kristal,42.3
Crystal,Kristal,29.6
Crystal,Kristal,28.6
Refined,My Happy,31.7
Refined,Famous Gold,33.9
Crystal,Leaf,0.0
Refined,My Happy,27.5
Refined,Kristal,34.9
Refined,Tru,40.2
Crystal,Kristal,39.1
Refined,VKS Tru,56.1
Refined,Kristal,37.0
Refined,Marvel,29.6
Refined,Healthy Cook,63.5
Refined,Sea ,41.3
Refined,Subam,32.8
Refined,Healthy Cook,36.0
Crystal,Premium,28.6
Refined,Ruchi Gold,0.0
Refined,Sunpure,40.2
Refined,Samudra,41.3
Refined,Ganga,22.2
Crystal,Susi,5.3
Crystal,Primiyam,46.6
Refined,Kristal,39.1
Crystal,Sivakami,0.0
Refined,Anil,36.0
Refined,Piriyam,40.2
Crystal,Arasu,7.4
Crystal,Tata,39.1
Crystal,Piriyam,39.1
Powder,Arasu,25.4
Crystal,Arasu,8.5
Powder,Sakthi,0.0
Crystal,Arasu,11.6
Crystal,Arasu,27.5
Crystal,PRIYAM,22.2
Refined,Aashirvad,37.0
Refined,I SHAKTHI,23.3
Crystal,K S,19.0
Refined,TRU,29.6
Refined,I SHAKTHI,27.5
Crystal,VINAYAGA,16.9
Refined,TATA,30.7
Refined,GANGA,18.0
Refined,AYYANGARAN,14.8
Refined,TATA,30.7
Refined,AYYANGARAN,27.5
Crystal,AYYANGARAN,14.8
Refined,TATA,46.6
Refined,I SHAKTHI,38.1
Crystal,AYYANGARAN,19.0
Powder,AYYANGARAN,25.4
Refined,KRISTAL,36.0
Crystal,M S P GOLD,20.1
Refined,HEALTHY COOK,29.6
Refined,JEEVAN,36.0
Crystal,TATA,36.0
Refined,TATA,28.6
Refined,SUBAM,34.9
Crystal,M S P GOLD,23.3
Refined,TATA,36.0
Refined,PRIYAM,27.5
Crystal,PRIYAM,32.8
Refined,TATA,40.2
Refined,JEEVAN,37.0
Crystal,M S P GOLD,27.5
Refined,TRU,26.5
Refined,JEEVAN,37.0
Crystal,M S P GOLD,18.0
Refined,TRU,29.6
Refined,PRIYAM,36.0
Crystal,AYYANGARAN,19.0
Refined,Aashirvad,28.6
Refined,JEEVAN,38.1
Crystal,TATA,38.1
Refined,Aashirvad,45.5
Refined,I SHAKTHI,37.0
Crystal,M S P GOLD,20.1
Refined,Aashirvad,28.6
Refined,PRIYAM,24.3
Crystal,ASR,0.0
Refined,TATA,38.1
Refined,I SHAKTHI,30.7
Crystal,TATA,22.2
Refined,TATA,32.8
Refined,AYYANGARAN,25.4
Crystal,AYYANGARAN,18.0
Refined,TATA,30.7
Refined,I SHAKTHI,27.5
Crystal,Udhayam,32.8
Refined,TATA,39.1
Refined,SOLAR,46.6
Crystal,Tata,22.2
Refined,TATA,37.0
Refined,ACTIVE,38.1
Crystal,I-Flo,41.3
Refined,ASR,38.1
Refined,Tata,41.3
Refined,Aashirvad,57.1
Crystal,M.S.P,20.1
Refined,Annapoorana,40.2
Refined,MS,43.4
Refined,ASR,0.0
Refined,Tata,41.3
Crystal,Amma,23.3
Crystal,Amma,27.5
Crystal,Dharma,0.0
Crystal,Kristal,37.0
Refined,Aashirvad,79.4
Crystal,Annapoorna,73.0
Crystal,Saravana,39.1
Refined,Annapoorani,27.5
Crystal,Dharma,0.0
Crystal,Royal Gold,0.0
Crystal,Annapoorani,42.3
Refined,Annapoorani,39.1
Refined,Annapoorani,41.3
Refined,Annapoorani,32.8
Crystal,Tata,40.2
Crystal,Saravana,92.0
Crystal,Annapurna,39.1
Crystal,TSP,0.0
Crystal,Premium,56.1
Refined,Tata,37.0
Crystal,SVS,38.1
Crystal,Saravana,33.9
Powder,Raju,10.6
Refined,Tata,38.1
Crystal,Tata,78.3
Refined,Tata,47.6
Crystal,Try shakthi,25.4
Crystal,Iyngaran,6.3
Crystal,Surya,26.5
Crystal,Gayathri ,39.1
Crystal,Tata,26.5
Crystal,Saravana,22.2
Refined,Tata,43.4
Refined,Tata,25.4
Crystal,ASR,0.0
Powder,Ayngaran,20.1
Refined,Jeevan,34.9
Refined,Tata,40.2
Crystal,MSP Gold,25.4
Refined,Jeevan,29.6
Refined,Tata,38.1
Crystal,MSP Gold,26.5
Crystal,Ayngaran,43.4
Refined,Tata,42.3
Refined,Aashirvad,54.0
Refined,Tata,42.3
Refined,Tata,46.6
Refined,Tata,54.0
Refined,Tata,26.5
Crystal,Anil,28.6
Crystal,Samuthra,11.6
Crystal,Rajan,0.0
Crystal,Anni,36.0
Crystal,Samuthra,9.5
Refined,Sea Sun,31.7
Crystal,M.S.P ,7.4
Powder,S.K,7.4
Crystal,M.S.P,4.2
Powder,S.K,7.4
Crystal,Jana Priya,33.9
Powder,Jeevan,29.6
Crystal,M.S.P,46.6
Crystal,Super Star,0.0
Crystal,Kasthuri,7.4
Crystal,ASC,8.5
Refined,Aashirvad,29.6
Powder,SK,18.0
Powder,S.K,12.7
Crystal,Piriyam,42.3
Crystal,Vinayaga,0.0
Powder,Ayngaran,27.5
Crystal,ROS,8.5
Refined,Piriyam,30.7
Crystal,Samuthira,7.4
Refined,Piriyam,31.7
Refined,Kristal,40.2
Crystal,Dharma Gold,0.0
Crystal,Tata,28.6
Powder,Shivani ,20.1
Refined,Sea Sun,32.8
Crystal,New Escee,39.1
Refined,Tata,42.3
Crystal,Rajan,10.6
Refined,Annalakshmi,48.7
Crystal,Sowmiya,43.4
Crystal,Annalakshmi,24.3
Crystal,Annalakshmi,23.3
Crystal,MSP,36.0
Refined,Saravana,44.4
Crystal,Bheem,25.4
Crystal,Kasthuri,0.0
Refined,Kasthuri,0.0
Crystal,Bheem,0.0
Refined,Saravana,38.1
Crystal,Kristal,32.8
Crystal,Udhayam,30.7
Crystal,Udhayam,42.3
Refined,Tata,37.0
Crystal,Raja,15.9
Refined,Kristal,40.2
Refined,Saravana,30.7
Crystal,Rajans Annalakshmi,58.2
Refined,K.G.,75.1
Crystal,Saravana,0.0
Crystal,Slas,0.0
Crystal,ASR,0.0
Refined,SKS,39.1
Crystal,SKS,0.0
Crystal,Chitra,0.0
Powder,TS,8.5
Crystal,Escee,29.6
Refined,VKS o Fresh,23.3
Crystal,Samudhra,9.5
Refined,Seasun,33.9
Refined,Sprinkle,50.8
Powder,Srinivasa,0.0
Crystal,Srinivasa,0.0
Refined,Sea Sun,40.2
Refined,Famous,8.5
Powder,TS,14.8
Refined,M.S.S.M,32.8
Crystal,Thangathai,0.0
Crystal,Raja,0.0
Refined,Annapoorna,45.5
Refined,Aashirvad,52.9
Crystal,Priya,4.2
Crystal,Sakthi,5.3
Refined,I-Sakthi,22.2
Crystal,Thangathai,33.9
Crystal,Tata,26.5
Refined,Annapurna,27.5
Crystal,Annapurna,48.7
Refined,Kristal,24.3
Refined,Tata,34.9
Refined,Mina,14.8
Crystal,Annapooran,37.0
Crystal,Lakshmi,10.6
Crystal,Sprinkle,45.5
Powder,Kristal,28.6
Powder,Sun,15.9
Refined,Aashirvad,42.3
Refined,Anna ,26.5
Crystal,Idhayam,0.0
Refined,Arasu,46.6
Refined,Sakthi,0.0
Crystal,Arasu,0.0
Refined,Tiru,0.0
Crystal,Karthick,0.0
Powder,Mani,26.5
Refined,karthick,42.3
Powder,Sagar,0.0
Refined,Patanjali,33.9
Crystal,SLS,18.0
Refined,Anna Poorna,42.3
Refined,Arasu,34.9
Crystal,Kristal,43.4
Refined,Arasu,39.1
Refined,Tata,37.0
Crystal,Sea Sun,16.9
Refined,Aashirvad,56.1
Refined,Annapoorna,41.3
Refined,Kristal,30.7
Crystal,Kristal,30.7
Crystal,Arasu,28.6
Powder,Arasu,28.6
Powder,Dhamira,0.0
Crystal,Kristal,39.1
Refined,Ayya,69.8
Crystal,Ishuddh,0.0
Crystal,i-Care,9.5
Crystal,RCM,0.0
Refined,Healthy,27.5
Refined,Sprinkle,29.6
Crystal,Super Star,24.3
Crystal,R.P Muthu,0.0
Refined,Healthy,26.5
Refined,Tata,42.3
Refined,Annapurani,22.2
Crystal,Sachu,11.6
Crystal,Tiru,21.2
Refined,Selvapurna,18.0
Refined,Tata,33.9
Crystal,Sprinkle,44.4
Refined,New Winner,28.6
Refined,I Sakthi,30.7
Crystal,Lakshimi,9.5
Crystal,Tata,45.5
Crystal,Aditya,25.4
Crystal,Asirvad,45.5
Refined,Aygaran,34.9
Crystal,Sri Kumaran,6.3
Refined,Sprinkle,10.6
Refined,Marvel,6.3
Refined,Whiterose,32.8
Refined,Sprinkle,42.3
Refined,Whiterose,36.0
Refined,Sprinkle,31.7
Crystal,AR Sakthi,18.0
Crystal,C Fresh Primiam,10.6
Refined,Udayam,54.0
Refined,Kristal,23.3
Crystal,Serma Murugan,0.0
Refined,Saravana,26.5
Refined,Tata,37.0
Crystal,sakthi gold,11.6
Refined,Kristal,34.9
Refined,Saravana,28.6
Refined,MST  Sagar ,28.6
Refined,Health cook,31.7
Crystal,Health cook,30.7
Crystal,AR Sakthi,29.6
Crystal,VKS Fresh,31.7
Crystal,O fresh,38.1
Refined,Tata,38.1
Refined,ASR,32.8
Crystal,ASV,12.7
Refined,Annadhapurani,19.0
Refined,Sun pure,18.0
Refined,Subam,56.1
Crystal,MC,0.0
Refined,Sagar Sudh,13.8
Refined,Sudha Gold,26.5
Refined,Winner,24.3
Refined,Kristal,30.7
Crystal,Priyam,24.3
Crystal,Saravana,26.5
Refined,Diamand,21.2
Crystal,MSR,15.9
Refined,Tata,33.9
Crystal,Diamand,8.5
Refined,VVD,26.5
Crystal,Verura,49.7
Refined,VKS ,33.9
Refined,I gold,18.0
Crystal,Tata,30.7
Refined,Aygaran,23.3
Refined,Tata,32.8
Refined,Annapurana,36.0
Refined,Anil,24.3
Crystal,Diamand,25.4
Refined,Anil,29.6
Crystal,O fresh,25.4
Refined,Tata,46.6
Refined,Dharma  Gold,19.0
Refined,Marvel,68.8
Refined,Tata,40.2
Refined,Tata,43.4
Crystal,Surya,38.1
Refined,I sakthi,33.9
Crystal,Surya,52.9
Refined,Tata,33.9
Refined,Asirvad,54.0
Crystal,Mathan,8.5
Refined,Iswarya,37.0
Refined,Tata,39.1
Crystal,Surya Suddha,33.9
Refined,Surya Gold,21.2
Refined,Sprinkle,50.8
Refined,Selvapurna,29.6
Crystal,Raja Gold,0.0
Crystal,Saravana,24.3
Crystal,Mathan,0.0
Crystal,Dinesh,0.0
Crystal,Anil,41.3
Crystal,Apple,0.0
Refined,Tiru ,0.0
Crystal,Tiru ,0.0
Crystal,Baby,0.0
Refined,Tata,32.8
Crystal,Trisakthi,13.8
Refined,Asirvad,29.6
Refined,Annapoorani,48.7
Refined,Season,29.6
Refined,Sun pure,7.4
Refined,New Escee Kristal,16.9
Crystal,Super Orange,0.0
Crystal,Super Orange,0.0
Refined,Surya,19.0
Crystal,Surya,26.5
Refined,Asirvad,39.1
Crystal,Apple,16.9
Refined,Subam,43.4
Crystal,Iswarya,36.0
Crystal,MSC,7.4
Refined,Anantham,28.6
Refined,Subam,52.9
Refined,Priyam,31.7
Refined,Asirvad,50.8
Refined,Marina,21.2
Refined,I flo,63.5
Refined,Kristal,37.0
Refined,Apple,0.0
Refined,Apple,0.0
Refined,Saravana,18.0
Refined,Tru,24.3
Crystal,David,38.1
Crystal,Shanmuga,25.4
Refined,Subam,49.7
Refined,Marina,18.0
Crystal,Ganga,20.1
Refined,I flo,73.0
Crystal,Iswarya,31.7
Refined,Diamand,27.5
Refined,Day,26.5
Crystal,Ganesh,0.0
Crystal,Mercy,0.0
Refined,Mercy,4.2
Refined,Asirvad,42.3
Crystal,Kasthuri,5.3
Refined,Kristal,41.3
Refined,Priyam,40.2
Refined,Anil,19.0
Crystal,Anil,18.0
Refined,Asirvad,48.7
Refined,Tata,40.2
Crystal,Aditya,20.1
Refined,Asirvad,38.1
Crystal,Surya,23.3
Refined,Tata,34.9
Crystal,Sprinkle,27.5
Refined,Asirvad,33.9
Crystal,Annpurana,40.2
Crystal,Sudha,16.9
Refined,Tata,34.9
Refined,Sudha Gold,22.2
Refined,I sakthi,45.5
Crystal,Sudha,29.6
Refined,Marvel,39.1
Crystal,Super Orange,32.8
Refined,Jeevan,46.6
Refined,Jeevan,25.4
Crystal,Jeyal,13.8
Crystal,M.S.P. Gold,41.3
Refined,Tata,42.3
Refined,Anandam,40.2
Crystal,Priyam,22.2
Crystal,Priyam,49.7
Crystal,Apple ,0.0
Crystal,Tata,31.7
Crystal,Udayam,24.3
Refined,Anil,28.6
Crystal,Super Orange,0.0
Crystal,Tiru,19.0
Refined,Kristal,43.4
Crystal,MAS,12.7
Refined,Asirvad,43.4
Crystal,Tata,23.3
Crystal,SRS,19.0
Refined,Sudha Gold,28.6
Crystal,Bright,20.1
Refined,Sun pure,25.4
Refined,Priya,33.9
Refined,Anil,29.6
Crystal,Anil,39.1
Refined,Asirvad,54.0
Crystal,Kasthuri,15.9
Refined,Asirvad,33.9
Refined,Asirvad,31.7
Refined,velavan,33.9
Refined,Subam,32.8
Crystal,season,9.5
Crystal,Lakshimi,11.6
Crystal,KSPS,22.2
Refined,Subam,46.6
Crystal,Sathya,0.0
Refined,Tata,29.6
Refined,Amudham,29.6
Refined,Ananadhapoorana,38.1
Refined,SLS,40.2
Crystal,Raja,0.0
Powder,SST,6.3
Crystal,SST,0.0
Crystal,Sri Murugan,8.5
Powder,Raja,5.3
Crystal,Annapurana,25.4
Refined,Tata,40.2
Crystal,SK,0.5
Refined,Priyam,30.2
Refined,Ganesh,30.7
Crystal,ESCEE,36.0
Crystal,Kasthuri,0.0
Refined,ESCEE,30.7
Crystal,Sivagami,7.4
Crystal,RCM,6.3
Refined,Subam,5.3
Crystal,Priya,0.0
Crystal,ESCEE,46.6
Refined,tru,36.0
Crystal,Sprinkle,39.1
Refined,I sakthi,21.2
Crystal,Sevan star,0.0
Refined,Asirvad,44.4
Crystal,I flo,25.4
Refined,Saravana,32.8
Refined,Priyam,37.0
Refined,Satyam,9.5
Refined,I sakthi,38.1
Refined,Kayatri,30.7
Crystal,Shankar,5.3
Refined,Tata,39.1
Crystal,Poorna,13.8
Crystal,Saravana,18.0
Refined,surya,36.0
Crystal,tru,60.3
Refined,pathanchili,25.4
Refined,Priyam,36.0
Refined,season,29.6
Refined,season,30.7
Refined,Priyam,27.5
Refined,Asirvad,52.9
Crystal,annapoorana,46.6
Crystal,Arasu,29.6
Refined,Subam,23.3
Refined,Sanku,7.4
Crystal,Shudha,28.6
Refined,Tata,43.4
Refined,I sakthi,27.5
Refined,Tata,47.6
Crystal,Marina,12.7
Crystal,MPS,8.5
Refined,sarya,38.1
Crystal,Udayam,30.7
Refined,Asirvad,38.1
Crystal,Apple,0.0
Refined,Sprinkle,41.3
Crystal,Lakshimi,0.0
Refined,Active,31.7
Crystal,Marvel,7.4
Refined,ESCEE,33.9
Crystal,ESCEE,26.5
Refined,Tata,39.1
Refined,Asirvad,47.6
Crystal,Tata,32.8
Crystal,Saravana,23.3
Crystal,Tata,34.9
Refined,Aditya,40.2
Refined,Raja,14.8
Crystal,Annapoorana,23.3
Refined,Asirvad,59.2
Refined,Asirvad,50.8
Refined,Tata,33.9
Powder,MS,4.2
Refined,Annapoorana,18.0
Refined,GEE,0.0
Refined,Asirvad,31.7
Crystal,MST Gold,24.3
Crystal,Sathiyam,24.3
Refined,Annapoorana,29.6
Refined,Annalakshimi,37.0
Crystal,Sathiyam,34.9
Crystal,Marina,30.7
Crystal,Ganga,25.4
Crystal,Marina,9.5
Crystal,Sathiyam,36.0
Refined,tru,33.9
Crystal,fresh,33.9
Refined,Sathiyam,25.4
Refined,Annapoorana,36.0
Crystal,Maheswari,7.4
Refined,Sathiyam,26.5
Refined,Annapoorana,47.6
Crystal,Sathiyam,47.6
Refined,Ganga,21.2
Refined,Tru,25.4
Crystal,Murugan,28.6
Refined,Annapurana,30.7
Crystal,Sathiyam,30.7
Crystal,Kristal,26.5
Refined,tru,29.6
Crystal,Murugan,6.3
Refined,Gayathiri,18.0
Crystal,Thirumurugan,0.0
Refined,Tru,34.9
Crystal,Murugan,32.8
Refined,Asirvad,30.7
Refined,Sathiyam,28.6
Crystal,Ganga,29.6
Refined,I suddh,0.0
Crystal,Sathiyam,38.1
Crystal,Jayam,19.0
Refined,I flo,19.0
Crystal,Sri Murugan,0.0
Refined,Kristal,32.8
Crystal,Robini,0.0
Refined,tru,43.4
Crystal,MSC,0.0
Crystal,Tru,24.3
Crystal,J.S,0.0
Crystal,Marina,22.2
Crystal,Robini,10.6
Crystal,MST,45.5
Crystal,Tru,26.5
Refined,Annpurana,33.9
Crystal,Annapurana,26.5
Crystal,Kristal,40.2
Refined,Kristal,26.5
Refined,Ganga,22.2
Crystal,tru,23.3
Refined,JET,0.0
Refined,tru,30.7
Crystal,Kayatri,8.5
Refined,Asirvad,38.1
Crystal,Marina,8.5
Crystal,tata,22.2
Crystal,Marina,19.0
Crystal,Senthil,11.6
Crystal,Vedhraya,6.3
Refined,Ganga,29.6
Refined,Ayngaran,33.9
Crystal,Ayngaran,9.5
Crystal,Ayngaran,9.5
Refined,Ayngaran,20.1
Refined,Ayngaran,26.5
Crystal,Ayngaran,33.9
Crystal,Annapurana,13.8
Refined,Asirvad,12.7
Crystal,Anna,9.5
Crystal,Ayngaran,9.5
Refined,Ayngaran,38.1
Refined,Annaourani,25.4
Crystal,Annapurani,6.3
Refined,Annapurani,23.3
Crystal,O fresh,36.0
Refined,Asirvad,54.0
Crystal,tata,37.0
Crystal,Muthu,18.0
Refined,Asirvad,36.0
Crystal,Sakthi Gold,45.5
Refined,Annapurani,16.9
Crystal,Idhayam,0.0
Refined,tata,33.9
Crystal,Annapurana,18.0
Crystal,Annapurana,28.6
Refined,Asirvad,42.3
Crystal,Annapurana,28.6
Crystal,SSS,0.0
Crystal,MSP,11.6
Refined,MS,19.0
Crystal,Idhayam,0.0
Refined,MS,0.0
Crystal,Idhayam,0.0
Refined,MPS,0.0
Crystal,Annapurani,14.8
Refined,I flo,23.3
Crystal,Annapurana,30.7
Crystal,Dharma,0.0
Refined,Idhayam,0.0
Crystal,SK,0.0
Refined,Asirvad,28.6
Refined,Asirvad,51.8
Crystal,Annapusba,40.2
Refined,Ayngaran,29.6
Refined,KLP,7.4
Refined,tru,39.1
Refined,Day,30.7
Crystal,Annapoorana,34.9
Refined,Asirvad,46.6
Refined,Annalakshimi,14.8
Crystal,Priyam,23.3
Refined,Annapurana,29.6
Refined,O fresh,30.7
Crystal,O fresh,23.3
Crystal,I care,21.2
Refined,Asirvad,51.8
Refined,Ayngaran,20.1
Crystal,Annapurana,19.0
Crystal,tata,23.3
Refined,I sakthi,31.7
Refined,Kristal,24.3
Refined,tata,31.7
Refined,I flo,23.3
Crystal,Selvi,18.0
Crystal,tata,19.0
Refined,Sun pure,22.2
Crystal,Taja,29.6
Crystal,Sri Sakthi,0.0
Refined,Sun pure,36.0
Crystal,tata,31.7
Refined,I flo,29.6
Refined,I flo,12.7
Refined,Asirvad,40.2
Crystal,Best Salt,0.0
Refined,tata,33.9
Refined,ESCEE,27.5
Refined,Asirvad,30.7
Crystal,tru,51.8
Crystal,ESCEE,44.4
Refined,tata,25.4
Refined,Udayam,27.5
Crystal,MPR,0.0
Refined,Kristal,34.9
Refined,tru,49.7
Crystal,NRR,7.4
Refined,Priyam,27.5
Refined,tata,36.0
Crystal,Priyam,33.9
Refined,Vempura,33.9
Crystal,Apple,0.0
Refined,I sakthi,25.4
Crystal,tata,29.6
Crystal,Velavan,36.0
Crystal,Raja,0.0
Crystal,Dharma,0.0
Crystal,ASR,0.0
Crystal,Apple,0.0
Crystal,Apple,0.0
Crystal,Apple,0.0
Refined,tata,40.2
Refined,Annapoorana,37.0
Refined,Annapoorana,41.3
Refined,Annapoorana,40.2
Refined,tata,39.1
Refined,Annapoorana,18.0
Crystal,Kasthuri,15.9
Refined,tata,37.0
Refined,Kristal,18.0
Refined,I Gold,23.3
Refined,Sea Son,29.6
Refined,Kristal,31.7
Refined,Sun pure,16.9
Refined,tata,45.5
Refined,Kristal,41.3
Crystal,Leaf,52.9
Crystal,tata,24.3
Refined,tata,32.8
Refined,Sprinkle,48.7
Crystal,Sprinkle,31.7
Refined,Asirvad,32.8
Refined,Sun pure,28.6
Refined,tata,33.9
Refined,Ayngaran,24.3
Crystal,Raja,9.5
Crystal,Priyam,29.6
Refined,Ayngaran,30.7
Refined,tata,33.9
Refined,Annapurani,27.5
Crystal,I flo,22.2
Crystal,Active,0.0
Refined,tata,38.1
Refined,Anil,23.3
Crystal,Raja,6.3
Refined,tata,36.0
Crystal,SMT,92.0
Refined,I sakthi,26.5
Crystal,GEEGE,20.1
Refined,Saravama,31.7
Refined,KG,20.1
Refined,Kristal,42.3
Refined,I flo,21.2
Crystal,Ventrivel Murugan,0.0
Crystal,Sri Jayam,66.7
Refined,Sathyam,33.9
Crystal,Kristal,32.8
Refined,Priyam,29.6
Refined,tata,31.7
Crystal,MSP,50.8
Refined,JEEVAN,6.3
Refined,tata,30.7
Crystal,Susee,9.5
Crystal,Anil,16.9
Crystal,Risi,0.0
Crystal,Mercy,0.0
Refined,Asirvad,31.7
Crystal,Risi,0.0
Crystal,X Cell,51.8
Refined,Asirvad,0.0
Crystal,Mercy,0.0
Crystal,X Cell,0.0
Crystal,Ayngaran,0.0
Crystal,Rayal,25.4
Crystal,tata,36.0
Refined,Asirvad,36.0
Crystal,Raja,51.8
Refined,tata,45.5
Crystal,Amudham,3.2
Refined,tata,36.0
Crystal,raja,16.9
Refined,tata,13.8
Refined,YART,23.3
Crystal,Annapoorana,41.3
Refined,Anna,30.7
Refined,Kristal,30.7
Crystal,tata,70.9
Refined,Anathapoorna,6.3
Crystal,RCM,37.0
Refined,Ganga,0.0
Refined,Aditya,23.3
Crystal,ESCEE,31.7
Refined,Ananthapoorana,19.0
Crystal,Aditya,44.4
Refined,Priyam,37.0
Refined,Tru,29.6
Crystal,tata,32.8
Refined,tata,36.0
Refined,Anil,42.3
Crystal,Tiru,13.8
Refined,Aditya,23.3
Refined,tru,22.2
Refined,Ammu,7.4
Crystal,tata,40.2
Refined,Annapoorana,22.2
Crystal,tata,28.6
Crystal,Sprinkle,63.5
Refined,Sprinkle,41.3
Crystal,Anil,29.6
Refined,Asirvad,47.6
Refined,Sudha,21.2
Crystal,Aditya,41.3
Refined,Tru,28.6
Crystal,Kristal,27.5
Refined,Marvel,57.1
Refined,Sea Gold,16.9
Crystal,Annapoorana,32.8
Refined,Season,6.3
Refined,Annapoorana,31.7
Refined,Annapoorana,46.6
Refined,Sea son,30.7
Refined,Sun pure,25.4
Crystal,Sun pure,19.0
Refined,Susee,26.5
Refined,Sun pure,25.4
